Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
hollywoodbet 2022,ZA,South Africa,Hollywoodbets (Organization),"Sitelinks, Video preview",10,58,,0,0,89,https://www.betway.co.za/,,2025-08-31 17:29:32,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
lunchtime latest results for today,ZA,South Africa,,"People also ask, Video preview",10,75,,0,0,56,https://www.betway.co.za/luckynumbers,,2025-09-07 5:24:13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
pots for sale at shoprite,ZA,South Africa,Shoprite (Organization),"Thumbnail, Video preview",10,0,,0,0,62,https://www.betway.co.za/lobby/betgames,,2025-09-09 5:31:47,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
uk lunch predictions daily singles,ZA,South Africa,UK 49s Lunchtime (Event),"Video preview, Sitelinks",10,47,,0,0,23,https://www.betway.co.za/luckynumbers,,2025-09-02 18:11:51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
iceland 4 deild table,ZA,South Africa,"4. Deild (Event), Iceland (Location)","Sitelinks, Knowledge panel",10,6,,0,0,49,https://www.betway.co.za/,,2025-09-07 4:37:58,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
olympus has fallen download,ZA,South Africa,Olympus Has Fallen (Work),"Thumbnail, Video preview",10,30,0.02,0,0,38,https://www.betway.co.za/lobby/casino%20games,,2025-09-05 4:55:49,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
twitter apk download,ZA,South Africa,Twitter APK (Product),Sitelinks,10,8,0.01,0,0,78,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-06 20:14:35,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
standard bank instant money limit,ZA,South Africa,"Standard Bank (Organization), Instant Money (Product)","AI Overview, People also ask, Sitelinks, Video preview",10,17,,0,0,52,https://www.betway.co.za/Account/MyAccount,,2025-08-31 16:48:05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
teatime uk today,ZA,South Africa,"UK 49s Teatime (Event), UK (Location)","Sitelinks, Video preview",10,72,,0,0,49,https://www.betway.co.za/luckynumbers,,2025-09-03 21:08:18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lunchtime results 26 january 2023,ZA,South Africa,,"Video preview, Sitelinks",10,0,,0,0,69,https://www.betway.co.za/account/loginform,,2025-09-05 8:20:08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sky hi ride,ZA,South Africa,SKY-Hi Ride (Event),"Thumbnail, People also ask, Video preview, Sitelinks",10,0,0.01,0,0,79,https://www.betway.co.za/lobby/casino-games/crashgames,,2025-08-31 15:37:34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets register online download download free download,ZA,South Africa,Hollywoodbets (Organization),"Sitelinks, People also ask, Video preview",10,57,,0,0,31,https://www.betway.co.za/account/loginform,,2025-09-09 3:02:25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
how to buy 1foryou voucher online,ZA,South Africa,1ForYou voucher (Product),"People also ask, Sitelinks, Video preview, Discussions and forums",10,30,0.08,0,0,45,https://www.betway.co.za/how-to-deposit,,2025-08-31 0:18:06,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
damallsvenskan table,ZA,South Africa,Damallsvenskan (Event),"Sitelinks, Knowledge panel, Video preview",10,0,,0,0,59,https://www.betway.co.za/sport,,2025-09-12 12:16:04,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hot and cold numbers for gosloto,ZA,South Africa,Gosloto (Event),"Sitelinks, Video preview",10,0,,0,0,41,https://www.betway.co.za/luckynumbers,,2025-09-07 23:50:13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
floating dragon slot demo,ZA,South Africa,Floating Dragon (Product),"Thumbnail, Sitelinks, Video preview",10,53,,0,0,67,https://www.betway.co.za/lobby/casino-games,,2025-09-05 13:27:23,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to reserve ewallet,ZA,South Africa,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks, Discussions and forums",10,0,,0,0,88,https://www.betway.co.za/responsible-gaming,,2025-09-01 19:22:50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
south africa vs ireland live score,ZA,South Africa,"South Africa (Location), Ireland (Location)","People also ask, Video preview",10,0,0.01,0,0,62,https://www.betway.co.za/,,2025-09-03 21:58:19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
university college dublin fc,ZA,South Africa,University College Dublin A.F.C. (Organization),"People also ask, Knowledge panel, Sitelinks, Thumbnail, Video preview",10,0,,0,0,33,https://www.betway.co.za/sport/soccer/ireland/first_division/university_college_dublin-v-longford_town_fc/0?datefilter=202509122045&eventId=ff7f2b51-3d3b-4936-aa86-53e3c99a0799,,2025-09-12 23:01:39,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
sassa app for r350,ZA,South Africa,"SASSA R350 Status App (Product), R350 (Event)","People also ask, Sitelinks, Video preview",10,12,0.01,0,0,84,https://www.betway.co.za/account/loginform,,2025-09-06 13:54:18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sa boxers,ZA,South Africa,,"People also ask, Sitelinks, Thumbnail, Video preview",10,0,,0,0,41,https://www.betway.co.za/blog/april-2020/south-africa-s-boxing-legends,,2025-09-05 21:52:29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
standard bank instant money contact number,ZA,South Africa,"Standard Bank (Organization), Instant Money (Product)","Featured snippet, People also ask, Video preview",10,12,0.08,0,0,72,https://www.betway.co.za/Account/MyAccount,,2025-09-07 8:16:46,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
www.scorebet.co.za,ZA,South Africa,Scorebet (Organization),"Sitelinks, Video preview, Bottom ads, Paid sitelinks",10,25,0.15,0,0,57,https://www.betway.co.za/LiveScores,,2025-09-09 15:23:52,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
ozow voucher,ZA,South Africa,Ozow (Organization),"People also ask, Video preview",10,0,0.15,0,0,76,https://www.betway.co.za/responsible-gaming,,2025-09-05 7:08:14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sahorseracingresults,ZA,South Africa,SA Horse Racing Results (Organization),Sitelinks,10,65,,0,0,31,https://www.betway.co.za/Horseracing,,2025-09-03 10:58:38,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
rugby app,ZA,South Africa,,"People also ask, Sitelinks, Video preview",10,22,0.06,0,0,78,https://www.betway.co.za/,,2025-08-31 0:03:10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
how to calculate break even point in rands,ZA,South Africa,,"AI Overview, Thumbnail, People also ask, Video preview, Discussions and forums, Sitelinks",10,0,,0,0,101,https://www.betway.co.za/terms-and-conditions,,2025-08-29 19:11:44,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
soccer 6 results and payouts soccer 10 results today,ZA,South Africa,"Soccer 6 (Event), Soccer 10 (Event)",Video preview,10,53,,0,0,36,https://www.betway.co.za/luckynumbers,,2025-09-04 6:07:45,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk 49 teatime results 2018,ZA,South Africa,"UK 49s Teatime (Event), UK 49s Teatime Results (Event)",Video preview,10,1,,0,0,42,https://www.betway.co.za/account/loginform,,2025-08-30 19:38:04,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
dragon ball games download,ZA,South Africa,Dragon Ball (Work),"Thumbnail, Video preview",10,48,0.01,0,0,81,https://www.betway.co.za/lobby/casino%20games,,2025-09-12 13:19:45,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
k-league classic,ZA,South Africa,K League Classic (Event),"Knowledge panel, Sitelinks, People also ask, Top stories, Thumbnail, Video preview",10,72,,0,0,72,https://www.betway.co.za/sport,,2025-09-05 8:17:43,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hot numbers lunchtime today,ZA,South Africa,,"Sitelinks, Video preview",10,46,,0,0,39,https://www.betway.co.za/luckynumbers,,2025-09-04 8:46:19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
games gateway,ZA,South Africa,,"Thumbnail, Knowledge panel, Video preview",10,10,0.03,0,0,73,https://www.betway.co.za/account/loginform,,2025-09-14 10:57:50,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
do it again mp3 download,ZA,South Africa,,"Knowledge panel, Video preview, Knowledge card",10,0,,0,0,46,https://www.betway.co.za/Betway-App,,2025-09-09 17:22:16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
sport management salary in south africa,ZA,South Africa,South Africa (Location),"People also ask, Sitelinks",10,0,,0,0,98,https://www.betway.co.za/responsible-gaming,,2025-09-08 9:00:55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
avaitor predictor,ZA,South Africa,Aviator Predictor (Product),"Sitelinks, People also ask, Video preview",10,27,0.01,0,0,66,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-08-31 3:22:13,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
chrome sassa status,ZA,South Africa,"Chrome (Product), SASSA Status (Event)","Sitelinks, People also ask, Video preview",10,31,,0,0,30,https://www.betway.co.za/account/loginform,,2025-09-07 12:32:06,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
spina zonke jackpot race winners,ZA,South Africa,Spina Zonke Jackpot Race (Event),"People also ask, Video preview",10,24,,0,0,26,https://www.betway.co.za/betway-jackpots-slots,,2025-09-03 23:45:52,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk49s results in draw order,ZA,South Africa,UK49s (Event),"Sitelinks, People also ask, Video preview",10,72,,0,0,37,https://www.betway.co.za/luckynumbers,,2025-09-03 1:20:28,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
huawei at game,ZA,South Africa,Huawei (Organization),"People also ask, Sitelinks, Video preview",10,0,0.02,0,0,42,https://www.betway.co.za/lobby/casino-games,,2025-09-07 23:37:56,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
total sport rustenburg,ZA,South Africa,"Total Sports (Organization), Rustenburg (Location)","Local pack, Thumbnail, Sitelinks, Video preview",10,31,,0,0,87,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-02 13:15:04,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
all the way up mp3 download,ZA,South Africa,All The Way Up (Work),"Knowledge panel, Video preview, Knowledge card",10,0,,0,0,62,https://www.betway.co.za/Betway-App,,2025-09-04 10:29:34,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
sundowns caf table,ZA,South Africa,"Mamelodi Sundowns (Organization), CAF Champions League (Event)","People also ask, Knowledge panel, Sitelinks, Thumbnail, Video preview",10,1,,0,0,75,https://www.betway.co.za/sport,,2025-09-06 9:54:54,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sassa r350 balance,ZA,South Africa,"SASSA (Organization), R350 (Product)","People also ask, Sitelinks, Video preview",10,44,,0,0,86,https://www.betway.co.za/account/loginform,,2025-08-31 12:52:39,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
soccer hollywoodbets,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Video preview, Top stories, Thumbnail",10,44,,0,0,32,https://www.betway.co.za/account/loginform,,2025-09-05 9:59:18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
how to play supabets online,ZA,South Africa,Supabets (Organization),"Featured snippet, Sitelinks, People also ask, Video preview",10,34,0.16,0,0,74,https://www.betway.co.za/account/loginform,,2025-09-11 17:45:49,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
when is the next golden blitz monopoly go,ZA,South Africa,"Monopoly Go (Product), Golden Blitz (Event)","Thumbnail, People also ask, Sitelinks, Video preview",10,1,,0,0,62,https://www.betway.co.za/lobby/casino%20games,,2025-09-08 10:19:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
7/49 draw 1 results for today,ZA,South Africa,7/49 (Event),Video preview,10,39,,0,0,55,https://www.betway.co.za/luckynumbers,,2025-09-06 23:40:50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
lowest paid player in kaizer chiefs,ZA,South Africa,Kaizer Chiefs (Organization),"Featured snippet, People also ask, Video preview",10,0,,0,0,40,https://new.betway.co.za/betting-rules-and-tips,,2025-08-29 21:32:29,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk 49 afternoon results today,ZA,South Africa,"UK 49 (Event), UK 49's Afternoon Draw (Event)","People also ask, Sitelinks, Video preview",10,77,,0,0,35,https://www.betway.co.za/luckynumbers,,2025-09-03 10:12:17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
teatime history 2021,ZA,South Africa,UK 49s Teatime (Event),Sitelinks,10,49,,0,0,48,https://www.betway.co.za/luckynumbers,,2025-09-02 17:48:44,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
zar online,ZA,South Africa,Zara (Organization),Sitelinks,10,63,0.53,0,0,70,https://www.betway.co.za/,,2025-09-10 7:15:44,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
mtn 8 2023,ZA,South Africa,MTN 8 (Event),"People also ask, Knowledge panel, Sitelinks, Video preview, Thumbnail",10,0,2.62,0,0,63,https://www.betway.co.za/,,2025-09-05 8:42:17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
russia predictions for today,ZA,South Africa,Russia (Location),"Sitelinks, Video preview",10,2,,0,0,40,https://www.betway.co.za/luckynumbers,,2025-09-06 13:50:54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
kaizer chiefs new sponsor,ZA,South Africa,Kaizer Chiefs (Organization),"Thumbnail, People also ask, Video preview",10,0,,0,0,87,https://new.betway.co.za/sponsorship,,2025-09-09 14:27:46,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk49’s,ZA,South Africa,UK 49s (Event),"Sitelinks, Video preview",10,55,,0,0,30,https://www.betway.co.za/luckynumbers,,2025-09-08 18:31:26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hooly wood bet,ZA,South Africa,Hollywoodbets (Organization),Video preview,10,62,,0,0,31,https://www.betway.co.za/,,2025-09-10 22:24:30,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
shoprite money market ussd code,ZA,South Africa,Shoprite Money Market Account (Product),"People also ask, Sitelinks, Video preview",10,0,0.08,0,0,75,https://www.betway.co.za/sport/soccer/faroe_islands/1st_deild/b36_torshavn_ii-v-07_vestur_sorvagur_ii/0?datefilter=202509102100&eventId=9342cfc1-4815-48bf-b7e6-5c106c84dbf7,,2025-09-10 9:28:27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk49 win today lunchtime,ZA,South Africa,UK 49's Lunchtime (Event),"Sitelinks, Video preview",10,71,,0,0,25,https://www.betway.co.za/luckynumbers,,2025-09-02 20:38:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
greece powerball results prediction for today,ZA,South Africa,Greece Powerball (Event),,10,7,,0,0,34,https://www.betway.co.za/luckynumbers,,2025-09-09 3:26:16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
srd payment dates for february 2024,ZA,South Africa,,"AI Overview, Thumbnail, Sitelinks, People also ask",10,4,,0,0,77,https://www.betway.co.za/account/loginform,,2025-08-31 9:43:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
uk teatime results for 2021,ZA,South Africa,UK 49s Teatime (Event),Video preview,10,41,,0,0,64,https://www.betway.co.za/luckynumbers,,2025-08-31 7:02:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how do i activate my hollywood account login?,ZA,South Africa,Hollywoodbets account login (Product),"People also ask, Video preview",10,44,,0,0,37,https://www.betway.co.za/content/faq,,2025-09-10 5:06:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
irish lotto daily draw results,ZA,South Africa,,,10,65,,0,0,39,https://www.betway.co.za/luckynumbers,,2025-09-01 0:28:34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
online cricket,ZA,South Africa,,"Sitelinks, Video preview, Top stories, Thumbnail",10,77,0.02,0,0,45,https://www.betway.co.za/sport/cricket,,2025-08-30 9:49:44,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dricus duplessis,ZA,South Africa,Dricus du Plessis (Person),"Thumbnail, People also ask, Video preview",10,24,,0,0,76,https://www.betway.co.za/latestpromos,,2025-09-09 6:38:58,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
france lotto 3 numbers prediction tomorrow,ZA,South Africa,France Lotto (Event),,10,33,,0,0,29,https://www.betway.co.za/luckynumbers,,2025-09-12 17:16:47,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
austria regionalliga centre,ZA,South Africa,"Regionalliga Central (Event), Austria (Location)",,10,0,,0,0,48,https://www.betway.co.za/sport,,2025-09-07 10:59:52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
up online,ZA,South Africa,,"Sitelinks, Video preview",10,12,0.01,0,0,57,https://www.betway.co.za/,,2025-09-05 3:32:13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
www.hollywood.mobi.com,ZA,South Africa,,"Sitelinks, Video preview",10,62,0.29,0,0,22,https://www.betway.co.za/account/loginform,,2025-08-30 14:34:53,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
turkey fixed matches,ZA,South Africa,Turkey (Location),,10,56,,0,0,88,"https://www.betway.co.za/sport/soccer/int/wc_qualification,_uefa/turkey-v-spain/0",,2025-09-09 8:23:09,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
russian lottery results,ZA,South Africa,,"Sitelinks, Video preview",10,56,,0,0,26,https://www.betway.co.za/luckynumbers,,2025-09-09 21:32:11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
how to reverse eft payment on tymebank app,ZA,South Africa,TymeBank app (Product),"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",10,0,,0,0,53,https://www.betway.co.za/responsible-gaming,,2025-09-11 18:16:08,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
standard bank ussd for instant money,ZA,South Africa,"Standard Bank (Organization), Instant Money (Product)","AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview, Sitelinks",10,12,,0,0,59,https://www.betway.co.za/Account/MyAccount,,2025-09-11 0:25:36,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
uk49 res,ZA,South Africa,UK 49's (Event),"Video preview, Sitelinks",10,74,,0,0,40,https://www.betway.co.za/Home/Search,,2025-09-04 0:21:43,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to cash in on momo with airtime,ZA,South Africa,MoMo (Product),"Featured snippet, People also ask, Video preview, Discussions and forums, Sitelinks",10,13,,0,0,55,https://www.betway.co.za/Account/MyAccount,,2025-09-03 15:52:05,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
sending ewallet,ZA,South Africa,,"AI Overview, Thumbnail, People also ask, Video preview",10,18,0.15,0,0,92,https://www.betway.co.za/Account/MyAccount,,2025-08-25 1:39:34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
results for uk 49 lunchtime,ZA,South Africa,UK 49 (Event),"Sitelinks, Video preview",10,71,0.02,0,0,35,https://www.betway.co.za/luckynumbers,,2025-09-01 22:38:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to unblock my hollywoodbets account,ZA,South Africa,hollywoodbets account (Product),"Featured snippet, People also ask, Discussions and forums, Sitelinks, Video preview",10,35,0.25,0,0,39,https://www.betway.co.za/responsible-gaming,,2025-09-06 5:17:09,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
is nedbank offline,ZA,South Africa,Nedbank (Organization),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",10,8,,0,0,48,https://www.betway.co.za/Betway-App,,2025-08-31 3:26:07,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
log now,ZA,South Africa,,"Sitelinks, Video preview, Knowledge panel",10,9,,0,0,26,https://www.betway.co.za/,,2025-09-08 15:14:18,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
fica world sports betting,ZA,South Africa,World Sports Betting (Organization),"People also ask, Sitelinks, Video preview",10,5,,0,0,48,https://www.betway.co.za/lobby/Betway-App,,2025-08-28 22:38:26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
old town italy johannesburg,ZA,South Africa,"Old Town Italy (Organization), Johannesburg (Location)","Sitelinks, Knowledge panel, Video preview",10,0,,0,0,84,https://www.betway.co.za/,,2025-09-10 18:51:34,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
facebook login code,ZA,South Africa,Facebook (Organization),"AI Overview, People also ask, Video preview",10,4,0.04,0,0,61,https://www.betway.co.za/account/loginform,,2025-09-04 8:19:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tabonline today's racing,ZA,South Africa,TABonline (Organization),"Sitelinks, Video preview",10,76,0.07,0,0,26,https://www.betway.co.za/Horseracing,,2025-08-31 14:25:08,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
uk 49 teatime code,ZA,South Africa,UK 49 (Event),"Video preview, People also ask",10,0,,0,0,49,https://www.betway.co.za/luckynumbers,,2025-08-28 21:46:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
instant payment standard bank,ZA,South Africa,Standard Bank (Organization),"People also ask, Video preview, Bottom ads, Paid sitelinks",10,12,,0,0,97,https://www.betway.co.za/Account/MyAccount,,2025-08-31 7:42:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how do i log into my hollywoodbets account?,ZA,South Africa,Hollywoodbets account (Product),"Featured snippet, People also ask, Sitelinks, Video preview",10,61,,0,0,26,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-06 9:18:53,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tubidy u,ZA,South Africa,Tubidy (Organization),"Sitelinks, Video preview",10,76,,0,0,37,https://www.betway.co.za/account/loginform,,2025-08-28 16:35:26,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
big truck games download free,ZA,South Africa,,"AI Overview, Thumbnail, Video preview",10,9,0.01,0,0,48,https://www.betway.co.za/lobby/casino%20games,,2025-09-05 20:56:49,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
free lottostar voucher code,ZA,South Africa,LottoStar (Organization),"People also ask, Sitelinks",10,57,0.42,0,0,35,https://www.betway.co.za/account/loginform,,2025-09-02 1:08:21,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
mp3 beats,ZA,South Africa,,"Sitelinks, Video preview",10,6,,0,0,59,https://www.betway.co.za/lobby/casino%20games,,2025-08-31 5:46:28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
